name,website,email,source,country,description,scraped_at
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"IP Geolocation","https://ipgeolocation.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"carto.com","https://carto.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Clockwork Micro","https://clockworkmicro.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"developers.arcgis.com","https://developers.arcgis.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Foursquare","https://developer.foursquare.com/","","GitHub/ripienaar/free-for-dev","Places API and Pilgrim SDK","Location discovery, venue search, and context-aware content from Places API and Pilgrim SDK.","2025-05-27 19:45:51"
"geoapify.com","https://www.geoapify.com/","","GitHub/ripienaar/free-for-dev","","Vector and raster map tiles, geocoding, places, routing, isolines APIs. Three thousand free requests/day.","2025-05-27 19:45:51"
"geocod.io","https://www.geocod.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"geocodify.com","https://geocodify.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"geojs.io","https://www.geojs.io/","","GitHub/ripienaar/free-for-dev","","Highly available REST/JSON/JSONP IP Geolocation lookup API.","2025-05-27 19:45:51"
"giscloud.com","https://www.giscloud.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"graphhopper.com","https://www.graphhopper.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"here","https://developer.here.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"locationiq.com","https://locationiq.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"mapbox.com","https://www.mapbox.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"maptiler.com","https://www.maptiler.com/cloud/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"nominatim.org","https://nominatim.org/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"nextbillion.ai","https://nextbillion.ai/","","GitHub/ripienaar/free-for-dev","","Maps related services: Geocoding, Navigation (Direction, Routing, Route Optimization, Distance Matrix), Maps SDK (Vector, Static, Mobile SDK). [Free with specified quota](https://nextbillion.ai/pricing) for each services.","2025-05-27 19:45:51"
"opencagedata.com","https://opencagedata.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"osmnames","https://osmnames.org/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"positionstack","https://positionstack.com/","","GitHub/ripienaar/free-for-dev","","Free geocoding for global places and coordinates. 25,000 Requests per month for personal use.","2025-05-27 19:45:51"
"stadiamaps.com","https://stadiamaps.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"maps.stamen.com","http://maps.stamen.com/","","GitHub/ripienaar/free-for-dev","","Free map tiles and tile hosting.","2025-05-27 19:45:51"
"ipstack","https://ipstack.com/","","GitHub/ripienaar/free-for-dev","","Locate and identify Website Visitors by IP Address","2025-05-27 19:45:51"
"Geokeo api","https://geokeo.com","","GitHub/ripienaar/free-for-dev","","Geocoding API with language correction and more. Worldwide coverage. 2,500 free daily queries","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"build.opensuse.org","https://build.opensuse.org/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"copr.fedorainfracloud.org","https://copr.fedorainfracloud.org","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"help.launchpad.net","https://help.launchpad.net/Packaging","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"3v4l","https://3v4l.org/","","GitHub/ripienaar/free-for-dev","","Free online PHP shell and snippet-sharing site, that runs your code in 300+ PHP versions","2025-05-27 19:45:51"
"Android Studio","https://developer.android.com/studio","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"AndroidIDE","https://m.androidide.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Apache Netbeans","https://netbeans.apache.org/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"apiary.io","https://apiary.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"BBEdit","https://www.barebones.com/","","GitHub/ripienaar/free-for-dev","","BBEdit is a popular and extensible editor for macOS. Free Mode provides a [powerful core feature set](https://www.barebones.com/products/bbedit/comparison.html) and an upgrade path to advanced features.","2025-05-27 19:45:51"
"Binder","https://mybinder.org/","","GitHub/ripienaar/free-for-dev","","Turn a Git repo into a collection of interactive notebooks. It is a free public service.","2025-05-27 19:45:51"
"BlueJ","https://bluej.org","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Bootify.io","https://bootify.io/","","GitHub/ripienaar/free-for-dev","","Spring Boot app generator with custom database and REST API.","2025-05-27 19:45:51"
"Brackets","http://brackets.io/","","GitHub/ripienaar/free-for-dev","","Brackets is an open-source text editor specifically designed for web development. It is lightweight, easy to use, and highly customizable.","2025-05-27 19:45:51"
"cacher.io","https://www.cacher.io","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Code::Blocks","https://codeblocks.org","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Cody","https://sourcegraph.com/cody","","GitHub/ripienaar/free-for-dev","","Free AI coding assistant that can write (Code blocks, autocomplete, unit tests), understand (knowledge of your entire codebase), fix, and find your code. Available for VS Code, JetBrains and Online.","2025-05-27 19:45:51"
"codiga.io","https://codiga.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"codesnip.com.br","https://codesnip.com.br","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"cocalc.com","https://cocalc.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"code.cs50.io","https://code.cs50.io/","","GitHub/ripienaar/free-for-dev","","Visual Studio Code for CS50 is a web app at code.cs50.io that adapts GitHub Codespaces for students and teachers.","2025-05-27 19:45:51"
"codepen.io","https://codepen.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"codesandbox.io","https://codesandbox.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Components.studio","https://webcomponents.dev/","","GitHub/ripienaar/free-for-dev","","Code components in isolation, visualize them in stories, test them, and publish them on npm.","2025-05-27 19:45:51"
"Eclipse Che","https://www.eclipse.org/che/","","GitHub/ripienaar/free-for-dev","","Web-based and Kubernetes-Native IDE for Developer Teams with multi-language support. Open Source and community-driven. An online instance hosted by Red Hat is available at [workspaces.openshift.com](https://workspaces.openshift.com/).","2025-05-27 19:45:51"
"fakejson.com","https://fakejson.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"GetVM","https://getvm.io","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"GitPod","https://www.gitpod.io","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"ide.goorm.io","https://ide.goorm.io","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"JDoodle","https://www.jdoodle.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"jetbrains.com","https://jetbrains.com/products.html","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"jsbin.com","https://jsbin.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"jsfiddle.net","https://jsfiddle.net/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"JSONPlaceholder","https://jsonplaceholder.typicode.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Lazarus","https://www.lazarus-ide.org/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"MarsCode","https://www.marscode.com/","","GitHub/ripienaar/free-for-dev","","A free AI-powered cloud-based IDE.","2025-05-27 19:45:51"
"micro-jaymock","https://micro-jaymock.now.sh/","","GitHub/ripienaar/free-for-dev","","Tiny API mocking microservice for generating fake JSON data.","2025-05-27 19:45:51"
"mockable.io","https://www.mockable.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"mockaroo","https://mockaroo.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Mocklets","https://mocklets.com","","GitHub/ripienaar/free-for-dev","","an HTTP-based mock API simulator that helps simulate APIs for faster parallel development and more comprehensive testing, with a lifetime free tier.","2025-05-27 19:45:51"
"Paiza","https://paiza.cloud/en/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Prepros","https://prepros.io/","","GitHub/ripienaar/free-for-dev","","Prepros can compile Sass, Less, Stylus, Pug/Jade, Haml, Slim, CoffeeScript, and TypeScript out of the box, reloads your browsers and makes it easy to develop & test your websites so you can focus on making them perfect. You can also add your own tools with just a few clicks.","2025-05-27 19:45:51"
"Replit","https://replit.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"SoloLearn","https://code.sololearn.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"stackblitz.com","https://stackblitz.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Sublime Text","https://www.sublimetext.com/","","GitHub/ripienaar/free-for-dev","","Sublime Text is a popular, versatile, and highly customizable text editor used for coding and text editing tasks.","2025-05-27 19:45:51"
"Visual Studio Code","https://code.visualstudio.com/","","GitHub/ripienaar/free-for-dev","","Code editor redefined and optimized for building and debugging modern web and cloud applications. Developed by Microsoft.","2025-05-27 19:45:51"
"Visual Studio Community","https://visualstudio.microsoft.com/vs/community/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"VSCodium","https://vscodium.com/","","GitHub/ripienaar/free-for-dev","","Community-driven, without telemetry/tracking, and freely-licensed binary distribution of Microsoft’s editor VSCode","2025-05-27 19:45:51"
"wakatime.com","https://wakatime.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Wave Terminal","https://waveterm.dev/","","GitHub/ripienaar/free-for-dev","","Wave is an open-source, cross-platform terminal for seamless workflows. Render anything inline. Save sessions and history. Powered by open web standards. MacOS and Linux.","2025-05-27 19:45:51"
"WebComponents.dev","https://webcomponents.dev/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"PHPSandbox","https://phpsandbox.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"WebDB","https://webdb.app","","GitHub/ripienaar/free-for-dev","","Free Efficient Database IDE. Featuring Server Discovery, ERD, Data Generator, AI, NoSQL Structure Manager, Database Versioning and many more.","2025-05-27 19:45:51"
"Zed","https://zed.dev/","","GitHub/ripienaar/free-for-dev","the creators of Atom and Tree","Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter.","2025-05-27 19:45:51"
"OneCompiler","https://onecompiler.com/","","GitHub/ripienaar/free-for-dev","","Free online compiler supporting 70+ languages including Java, Python, C++, JavaScript.","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Dwh.dev","https://dwh.dev","","GitHub/ripienaar/free-for-dev","","Data Cloud Observability Solution (Snowflake). Free for personal use.","2025-05-27 19:45:51"
"Hightouch","https://hightouch.com/","","GitHub/ripienaar/free-for-dev","your data warehouse to your CRM","Hightouch is a Reverse ETL platform that helps you sync customer data from your data warehouse to your CRM, marketing, and support tools. The free tier offers you one destination to sync data to.","2025-05-27 19:45:51"
"Avo","https://avo.app/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Branch","https://www.branch.io","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Cauldron","https://cauldron.io","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Census","https://www.getcensus.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Clicky","https://clicky.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Databox","https://databox.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Hitsteps.com","https://hitsteps.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"amplitude.com","https://amplitude.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"GoatCounter","https://www.goatcounter.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Google Analytics","https://analytics.google.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"MetricsWave","https://metricswave.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Expensify","https://www.expensify.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"getinsights.io","https://getinsights.io","","GitHub/ripienaar/free-for-dev","","Privacy-focused, cookie-free analytics, free for up to 3k events/month.","2025-05-27 19:45:51"
"heap.io","https://heap.io","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Hotjar","https://hotjar.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Keen","https://keen.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Yandex.Datalens","https://datalens.yandex.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Yandex.Metrica","https://metrica.yandex.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Mixpanel","https://mixpanel.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Moesif","https://www.moesif.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"optimizely.com","https://www.optimizely.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Microsoft PowerBI","https://powerbi.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Row Zero","https://rowzero.io","","GitHub/ripienaar/free-for-dev","","Blazingly fast, connected spreadsheet. Connect directly to data databases, S3, and APIs. Import, analyze, graph, and share millions of rows instantly. Three free (forever) workbooks.","2025-05-27 19:45:51"
"sematext.com","https://sematext.com/cloud/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Similar Web","https://similarweb.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"StatCounter","https://statcounter.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Statsig","https://statsig.com","","GitHub/ripienaar/free-for-dev","","All-in-one platform spanning across analytics, feature flagging, and A/B testing. Free for up to 1m metered events per month.","2025-05-27 19:45:51"
"Tableau Developer Program","https://www.tableau.com/developer","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"usabilityhub.com","https://usabilityhub.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"woopra.com","https://www.woopra.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"counter.dev","https://counter.dev","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"PostHog","https://posthog.com","","GitHub/ripienaar/free-for-dev","","Full Product Analytics suite free for up to 1m tracked events per month. Also provides unlinited in-App Surveys with 250/month responses.","2025-05-27 19:45:51"
"Uptrace","https://uptrace.dev","","GitHub/ripienaar/free-for-dev","","Distributed Tracing Tool that helps developers pinpoint failures and find performance bottlenecks. Has a free plan, offers a complimentary Personal subscription for open-source projects, and has an open-source version.","2025-05-27 19:45:51"
"Microsoft Clarity","https://clarity.microsoft.com/","","GitHub/ripienaar/free-for-dev","","Clarity is a free, easy-to-use tool that captures how real people use your site.","2025-05-27 19:45:51"
"Beampipe.io","https://beampipe.io","","GitHub/ripienaar/free-for-dev","","Beampipe is simple, privacy-focussed web analytics. free for up to 5 domains & 10k monthly page views.","2025-05-27 19:45:51"
"Aptabase","https://aptabase.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Trackingplan","https://www.trackingplan.com/","","GitHub/ripienaar/free-for-dev","","Automatically detect digital analytics, marketing data and pixels issues, maintain up-to-date tracking plans, and foster seamless collaboration. Deploy it to your production environment with real traffic or add analytics coverage to your regression tests without writing code.","2025-05-27 19:45:51"
"LogSpot","https://logspot.io","","GitHub/ripienaar/free-for-dev","","Full unified web and product analytics platform, including embeddable analytics widgets and automated robots (slack, telegram, and webhooks). Free plan includes 10,000 events per month.","2025-05-27 19:45:51"
"Umami","https://umami.is/","","GitHub/ripienaar/free-for-dev","","Simple, fast, privacy-focused, open-source alternative to Google Analytics.","2025-05-27 19:45:51"
"TrackWith Dicloud","https://dicloud.net/trackwith-privacy-focused-analytics/","","GitHub/ripienaar/free-for-dev","","Free lightweight privacy-focused alternative to Google Analytics. Unlimited pageviews, unlimited visitor, unlimited page heatmaps & goal tracking. Free for up to 3 domains and 600 session replay per domain.","2025-05-27 19:45:51"
"AppFit","https://appfit.io","","GitHub/ripienaar/free-for-dev","","AppFit is a comprehensive analytics and product management tool designed to facilitate seamless, cross-platform management of analytics and product updates. Free plan includes 10,000 events per month, product journal and weekly insights.","2025-05-27 19:45:51"
"Seline","https://seline.so","","GitHub/ripienaar/free-for-dev","","Seline is a simple & private website and product analytics. Cookieless, lightweight, independent. Free plan includes 3,000 events per month and provides access to all our features, such as the dashboard, user journeys, funnels, and more.","2025-05-27 19:45:51"
"Peasy","https://peasy.so","","GitHub/ripienaar/free-for-dev","","Peasy is a lightweight, privacy-focused analytics tool for websites and products. Free plan includes 3,000 events per month.","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Reactflow.com","https://www.reactflow.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"OpenReplay.com","https://www.openreplay.com","","GitHub/ripienaar/free-for-dev","","Open-source session replay with dev tools for bug reproduction, live session for real-time support, and product analytics suite. One thousand sessions/month with access to all features and 7-day retention.","2025-05-27 19:45:51"
"LogRocket.com","https://www.logrocket.com","","GitHub/ripienaar/free-for-dev","","1,000 sessions/month with 30-day retention, error tracking, live mode","2025-05-27 19:45:51"
"FullStory.com","https://www.fullstory.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"hotjar.com","https://www.hotjar.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"inspectlet.com","https://www.inspectlet.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Microsoft Clarity","https://clarity.microsoft.com/","","GitHub/ripienaar/free-for-dev","","Session recording completely free with 'no traffic limits', no project limits, and no sampling","2025-05-27 19:45:51"
"mouseflow.com","https://mouseflow.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"mousestats.com","https://www.mousestats.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"smartlook.com","https://www.smartlook.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"howuku.com","https://howuku.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"UXtweak.com","https://www.uxtweak.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"numverify","https://numverify.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"veriphone","https://veriphone.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Qonversion","http://qonversion.io/","","GitHub/ripienaar/free-for-dev","","All-in-one cross-platform subscription management platform offering analytics, A/B testing, Apple Search Ads, remote configs, and growth tools for optimizing in-app purchases and monetization. Compatible with iOS, Android, React Native, Flutter, Unity, Cordova, Stripe, and web. Free up to $10k in monthly tracked revenue.","2025-05-27 19:45:51"
"ParityVend","https://www.ambeteco.com/ParityVend/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Glassfy","https://glassfy.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Adapty.io","https://adapty.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"CoinMarketCap","https://coinmarketcap.com/api/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"CurrencyFreaks","https://currencyfreaks.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"CoinGecko","https://www.coingecko.com/en/api","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"CurrencyApi","https://currencyapi.net/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"currencylayer","https://currencylayer.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"exchangerate-api.com","https://www.exchangerate-api.com","","GitHub/ripienaar/free-for-dev","","An easy-to-use currency conversion JSON API. The free tier updates once per day with a limit of 1,500 requests/month.","2025-05-27 19:45:51"
"FraudLabsPRO","https://www.fraudlabspro.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"FxRatesAPI","https://fxratesapi.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Moesif API Monetization","https://www.moesif.com/","","GitHub/ripienaar/free-for-dev","APIs via usage","Generate revenue from APIs via usage-based billing. Connect to Stripe, Chargebee, etc. The free tier offers 30,000 events/month.","2025-05-27 19:45:51"
"Nami ML","https://www.namiml.com/","","GitHub/ripienaar/free-for-dev","","Complete platform for in-app purchases and subscriptions on iOS and Android, including no-code paywalls, CRM, and analytics.  Free for all base features to run an IAP business.","2025-05-27 19:45:51"
"RevenueCat","https://www.revenuecat.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"vatlayer","https://vatlayer.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Currencyapi","https://currencyapi.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"canister.io","https://canister.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Container Registry Service","https://container-registry.com/","","GitHub/ripienaar/free-for-dev","","Harbor based Container Management Solution. The free tier offers 1 GB of storage for private repositories.","2025-05-27 19:45:51"
"Docker Hub","https://hub.docker.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Play with Docker","https://labs.play-with-docker.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"quay.io","https://quay.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"ttl.sh","https://ttl.sh/","","GitHub/ripienaar/free-for-dev","","Anonymous & ephemeral Docker image registry","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Vagrant Cloud","https://app.vagrantup.com","","GitHub/ripienaar/free-for-dev","","HashiCorp Vagrant Cloud. Vagrant box hosting.","2025-05-27 19:45:51"
"Vagrantbox.es","https://www.vagrantbox.es/","","GitHub/ripienaar/free-for-dev","Spain","No description","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"BearBlog","https://bearblog.dev/","","GitHub/ripienaar/free-for-dev","","Minimalist, Markdown-powered blog and website builder.","2025-05-27 19:45:51"
"Dev.to","https://dev.to/","","GitHub/ripienaar/free-for-dev","","Where programmers share ideas and help each other grow.","2025-05-27 19:45:51"
"Hashnode","https://hashnode.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Medium","https://medium.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"AyeDot","https://ayedot.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"GraphComment","https://graphcomment.com/","","GitHub/ripienaar/free-for-dev","the website","GraphComment is a comments platform that helps you build an active community from the website’s audience.","2025-05-27 19:45:51"
"Utterances","https://utteranc.es/","","GitHub/ripienaar/free-for-dev","Spain","A lightweight comments widget built on GitHub issues. Use GitHub issues for blog comments, wiki pages, and more!","2025-05-27 19:45:51"
"Disqus","https://disqus.com/","","GitHub/ripienaar/free-for-dev","","Disqus is a networked community platform used by hundreds of thousands of sites all over the web.","2025-05-27 19:45:51"
"Remarkbox","https://www.remarkbox.com/","","GitHub/ripienaar/free-for-dev","","Open source hosted comments platform, pay what you can for 'One moderator on a few domains with complete control over behavior & appearance'","2025-05-27 19:45:51"
"IntenseDebate","https://intensedebate.com/","","GitHub/ripienaar/free-for-dev","","A feature-rich comment system for WordPress, Tumblr, Blogger, and many other website platforms.","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"ApiFlash","https://apiflash.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"microlink.io","https://microlink.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"ScreenshotAPI.net","https://screenshotapi.net/","","GitHub/ripienaar/free-for-dev","","Screenshot API uses a straightforward API call to generate screenshots of any website. Built to scale and hosted on Google Cloud. Offers 100 free screenshots per month.","2025-05-27 19:45:51"
"screenshotlayer.com","https://screenshotlayer.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"screenshotmachine.com","https://www.screenshotmachine.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"PhantomJsCloud","https://PhantomJsCloud.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Webshrinker.com","https://webshrinker.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Screenshots","https://screenshotson.click","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"FlutLab","https://flutlab.io/","","GitHub/ripienaar/free-for-dev","","FlutLab is a modern Flutter online IDE and the best place to create, debug, and build cross-platform projects. Build iOS (Without a Mac) and Android apps with Flutter.","2025-05-27 19:45:51"
"CodeMagic","https://codemagic.io/","","GitHub/ripienaar/free-for-dev","","Codemagic is a fully hosted and managed CI/CD for mobile apps. You can build, test, and deploy with a GUI-based CI/CD tool. The free tier offers 500 free minutes/month and a Mac Mini instance with 2.3 GHz and 8 GB of RAM.","2025-05-27 19:45:51"
"FlutterFlow","https://flutterflow.io/","","GitHub/ripienaar/free-for-dev","","FlutterFlow is a browser-based drag-and-drop interface to build mobile app using flutter.","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
